"responseid","startdate","enddate","agegroup","state","area","edu","race","income","marstatus","armedforces","lbgtq","howhear","howheartext","yeargrad","whyattend","everrun","everwon","officeran","soughtreceivedappointed","soughtappointedtext","activeparty","commuting","famcaring","volunteering","workinggov","workingeve","workingweekend","workingotherjob","constitserv","fundraising","polevents","occupation","employed","employedtext","employedlead","hhexpenses","children","childage","distance","whyseek","whynotseek","discrimclass","discrimgender","discrimsexorient","discrimrace","needraisemoney","negadvertising","campaigndiff","officediff","timefam","worklife","fearlose","privacy","loseincome","fearnotseriousvoters","fearnotseriouscolleagues","fearnotseriousparty","biggestchall","planrunfuture","whenplanrun","whathelpemerge","menopps","solves","exciting","certaintype","certaintypetext","openseat","multiseat","manyrun","endorsementincumb","endorsementother","nowomanheld","communitystruggle","appointment","n","white","ran","won","areas","breadwinner","plan","planrun","yearstorun","runyearsfromgrad","aggressivecand","aggressivelead","assertivecand","assertivelead","calmcand","calmlead","compassionatecand","compassionatelead","decisivecand","decisivelead","goodnegcand","goodneglead","honestcand","honestlead","indepcand","indeplead","knowledgecand","knowledgelead","leadabilitiescand","leadabilitieslead","nurturingcand","nurturinglead","sensitivecand","sensitivelead","aggressivediff","assertivediff","calmdiff","compassionatediff","decisivediff","goodnegdiff","honestdiff","indepdiff","knowledgediff","leadabilitiesdiff","nurturingdiff","sensitivediff","emergestate","reasons","_Irace_2","_Irace_3","_Irace_4","_Irace_5","_Irace_6","_Irace_7","_Irace_8","_Ilbgtq_2","_Ilbgtq_3","_Iarea_2","_Iarea_3","_Istate_2","_Istate_3","_Istate_4","_Istate_5","_Istate_6","_Istate_7","_Istate_8","_Istate_9","_Istate_10","_Istate_11","_Istate_12","_Istate_13","_Istate_14","_Istate_15","_Istate_16","_Istate_17","_Istate_18","_Istate_19","_Istate_20","_Istate_21","_Istate_22","_Istate_23","_Istate_24","_Imarstatus_2","_Imarstatus_3","_Imarstatus_4","_Imarstatus_5","_Imarstatus_6","_Imarstatus_7","rentown","_merge","office","sheriff","clerk","mayor","coroner","alderman","judge","council","da","board","freeholder","school","commission","congress","governor","party","legisl","citymisc","city","county","state.o","natl","offs","lvls","singlehh","job","inc","binincome","eth","activedem","educ","vet","renter","lgbt","kids","psychindex"
"R_24l6dBqlC4dnyW6","5/29/16 10:44","5/31/16 11:15",NA,"","",NA,"",NA,"","","","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,"Other/Prefer Not to Say",NA,NA,NA,NA,1,1,NA
"R_24qp6BwhK3YWzGI","5/11/16 16:46","5/11/16 16:56",4,"Virginia","Suburban",6,"Hispanic/Latino",9,"Married","No","No","Emerge alum","",2014,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office but didn't receive the appointment","State committees","No, not active",3,1,4,1,2,3,1,1,1,2,"Real Estate Broker","Yes, part-time","","Yes, high-level leadership or management",1,"Yes",30,9,"I know I can contribute to the process","",0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"","No","","The only assistance needed to run for office is money",5,5,4,3,"",5,3,3,5,5,3,3,"Yes, didn't receive",1,0,0,NA,2,0,"",NA,NA,NA,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,"Virginia",4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,5,"Latinx",0,0.625,0,0,0,1,0.25
"R_24u7aKTrRQGNpNk","5/27/16 12:22","5/27/16 12:33",3,"District of Columbia","Urban",8,"White/Caucasian",9,"Single","No","No","Emerge organizer","",2011,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","Judge","Yes, I sought an appointive office but didn't receive the appointment","Judge","Yes, a little active",3,1,2,1,4,2,1,1,1,1,"Attorney","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,1,"I was interested in serving as a judge.","",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"The biggest challenge was being heard in alarge primary field","Yes","I haven't thought about it that much yet","Unclear - there are many factors that will influence if and when I run and I don't think emerge can offer anything that will outweigh the personal factors.",5,4,5,4,"Someone who is outspoken and highly  competent but calm.",4,2,1,4,4,3,4,"Yes, didn't receive",1,1,1,0,3,1,"",NA,NA,NA,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,-1,-1,0,1,0,1,0,1,-1,1,"Kentucky",3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"judge",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,1,5,"White",1,0.875,0,1,0,0,0.1875
"R_24uXBuyyvYZThl4","5/7/16 19:56","5/7/16 20:14",5,"New Mexico","Suburban",6,"White/Caucasian",8,"Married","No","No","Emerge alum","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","State Treasurer of AFT-NM; Bridgeport, CT Town Council","No, I haven't sought appointive office","","Yes, a little active",2,3,2,4,3,3,1,3,4,2,"Instructional coach, elementary school","Yes, full-time","","Yes, mid-level leadership or management",3,"Yes",25,5,"Rather than constantly writing, emailing, calling and visiting my state center and not having him respond i a positive way, I will run against him and seek to truly listen to and respond to my constituents. Gateway issue: education, an issue th","",0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,"Time to go door to door and do all the necessary logistical work; volunteer manager, spouse and son and friends as well as union/school colleagues and local Dems are helping/","Yes","2016","I am running and Emerge is doing everything possible to guide me in every area that I have to address and become remarkably accomplished in. Practical point not addressed: external details of setting up campaign account, campaign name.",3,4,4,4," person to talk to in a room, but must truly care about the person you are with. You need to have humility about your areas of growth, but confidence about your strengths and what you have to offer. You need to be willing to listen to and consi",5,3,3,4,4,4,4,"Haven't sought",1,1,1,1,2,1,"2016",2016,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,"New Mexico",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"state treasurer of aft-nm; bridgeport, ct town council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,2,2,0,1,0.875,4,"White",1,0.625,0,0,0,1,0.3125
"R_24ZQ5QQDOTN3Jf7","7/26/16 22:19","7/26/16 22:47",4,"California","Urban",8,"Hispanic/Latino",9,"Married","No","No","Emerge organizer","",2012,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","Yes","Trustee of Community College District","No, I haven't sought appointive office","","Yes, somewhat active",2,3,4,3,4,4,3,4,3,4,"Proessor","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",33,6,"I am now in my 50's and my children are grown and on their own. I wanted to contribute to my community in some way that mattered since I am relatively unfettered. I decided to run because I had years of experience advocating for public higher e","",0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,"As an older Latina, I was practically invisible to the political establishment. No political consultants took me seriously, so I could not hire anyone. This may have worked to my advantage as I saved a bundle and did all my own campaign work (d","Yes","2018","Emerge provides a broad overview of different areas. It would be nice to have targeted training once we are elected. NALEO is filling some of those gaps, but I would love to have focused explicit training on constituency services, social media",5,5,4,4,"You definitely have to be thick-skinned. Most of it is not personal, but I know many women who take it that way.  You also have to be willing to claim your share of the spotlight - this is difficult for me as I was raised to exactly the opposit",5,4,3,5,4,4,5,"Haven't sought",1,0,1,1,3,0,"2018",2018,2,6,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"California",5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"trustee of community college district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,5,"Latinx",2,0.875,0,0,0,1,0.5
"R_25Eg2E1KOwgnrxh","7/28/16 11:41","7/28/16 15:11",4,"District of Columbia","Urban",6,"White/Caucasian",6,"Divorced","No","No","Convention/Event booth","",2007,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","Yes, I sought an appointive office and received the appointment","commission for women","No, not active",3,1,2,1,3,2,1,1,1,1,"community development and brand awareness, Microsoft","Yes, full-time","","Yes, mid-level leadership or management",4,"No",NA,1,"Serve on commission for women and serve on commission for federal block grants","",0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,"","No","","Not likely, had the chance while living in VA but turned down asking to run for states legislature",5,3,3,5,"Thick skin / Try twice as hard / Still boys club / Your past for all to see and yet look at trump!",4,5,1,4,3,4,3,"Yes, received",1,1,0,NA,3,1,"",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"California",5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.625,3,"White",0,0.625,0,0,0,0,0.3125
"R_25KLiBNDj2TCeRu","5/6/16 19:05","5/6/16 19:14",3,"I do not reside in the United States","Urban",6,"White/Caucasian",9,"Married","No","No","Friend/Family","",2008,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","No, not active",2,4,3,1,1,1,1,1,1,2,"urban planning and politics","No, other (please explain):","special needs child and transition to living in Canada for spouse upended network","",0,"Yes",12,7,"","Unexpected relocation to Canada for spouse and special needs child (2 adopted from Ethiopia)",0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,"","Yes","2020","I probably would be trying to achieve elected or appointed office in local politics in Vancouver, British Columbia, so not sure...I did just get full citizenship last year and have started to help our local MLA",4,4,5,4,"Comfortable with losing and trying again and not taking it personally, comfortable asking for money, comfortable believing that you're important, and free from significant childcare responsibilities, or with family/friends/spouse who can fill i",4,4,4,5,5,2,5,"Haven't sought",1,1,0,NA,3,NA,"2020",2020,4,12,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,-1,0,1,0,0,1,0,1,-1,0,1,"California",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,5,"White",0,0.625,0,1,0,1,0.4375
"R_25uAizKmEVYDB6B","5/12/16 9:51","5/12/16 10:02",3,"Washington","Urban",6,"Hispanic/Latino",9,"Married","No","No","Friend/Family","",2006,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, a little active",2,4,2,1,2,2,3,1,2,1,"Higher Education Program Director","Yes, part-time","","Yes, mid-level leadership or management",2,"Yes",6,4,"","I don't have the desire to serve in public office.",0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,"","No","","There isn't anything since it's really more about shifting priorities and lack of desire.",5,4,4,4,"Strong, ambitious, high-energy and/or ability to manage time very well. Willing and able to take risks.",4,4,4,4,4,3,3,"Haven't sought",1,0,0,NA,3,0,"",NA,NA,NA,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,1,"California",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,5,"Latinx",1,0.625,0,0,0,1,0.625
"R_2783KkvRfaRpvkc","5/27/16 12:03","5/27/16 12:11",3,"Oregon","Suburban",6,"White/Caucasian",9,"Living with a partner","No","No","Other (please specify)","Current class",2016,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, very active",2,3,3,3,4,4,1,3,4,3,"Nonprofit Administrator","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,4,"","Not financially sustainable to leave current position for the salary offered in public office.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"","Yes","2020","Advocate for more sustainable salary for state level work.",5,4,5,1,"",5,3,3,4,4,5,4,"Haven't sought",1,1,0,NA,2,1,"2020",2020,4,4,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,-1,"Oregon",4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",3,0.625,0,1,0,0,0.125
"R_27d1RRUvZb3U3xT","5/27/16 8:51","5/27/16 9:06",3,"District of Columbia","Urban",6,"African American",8,"Divorced","Yes","No","Email announcement","",2014,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","Executive Director, Mayor's Office of V eterans Affairs","Yes, very active",3,3,3,4,4,4,1,4,1,3,"Administrator","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",24,1,"Wanted to have a greater impact and be apart of the solution for change.","",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"","No","","Develop a PAC to support women who desire to run.  Offer regional summits to exchange experiences and solutions.  This summit should include PAC and advocacy organizations to get a feel of the type of candidate they are looking for and would th",5,5,5,3,"",3,1,1,5,5,5,5,"Yes, received",1,0,0,NA,3,1,"",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Virginia",4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.875,4,"Black",3,0.625,1,1,0,1,0.1875
"R_27JAr2jObLnkAXs","5/28/16 17:21","6/15/16 11:34",4,"Oregon","Suburban",2,"White/Caucasian",7,"Married","No","Yes","Friend/Family","",2012,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","Yes, I sought an appointive office and received the appointment","county budget committee","Yes, a little active",2,2,3,1,3,2,1,2,2,3,"policy advocate","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",26,6,"have not run for office. appointment was to build political resume and gain experience with govt budgets","",0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,"","Yes","I haven't thought about it that much yet","it's more about the right timing in my personal life as well as the opportunity (an open seat, or at least one where the current office holder is vulnerable enough for my race to be viable)",1,1,1,2,"",4,3,3,4,4,3,4,"Yes, received",1,1,0,NA,2,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,"Oregon",5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.75,4,"White",1,0.125,0,0,1,1,0.4375
"R_27m8MGoIE48A4r3","5/28/16 6:28","5/28/16 6:45",2,"New Mexico","Urban",6,"White/Caucasian",9,"Married","Yes","No","Emerge alum","",2014,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",2,3,3,4,1,1,1,2,4,2,"Nurse Practitioner","Yes, full-time","","Yes, mid-level leadership or management",4,"Yes",1,5,"","I have a 4 month old (your survey wouldn't let me write months) and a 2 year old and my husband is in school. He graduates in December. I work for the VA hospital so according to the Hatch Act I can't run and work at the VA. So we made a deal.",0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,"","Yes","2018","I have met a campaign manager through emerge (who is also a friend) so that is a huge first step and I've met a great network so I honestly think with a solid plan and support I can do it. It's just scary",5,5,5,2,"",5,4,3,4,5,5,5,"Haven't sought",1,1,0,NA,3,1,"2018",2018,2,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,"New Mexico",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.625,1,0,0,1,0.3125
"R_27OnzrXDje3jr9K","8/2/16 11:26","8/2/16 11:33",1,"Virginia","Suburban",5,"White/Caucasian",5,"Married","No","No","Emerge alum","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, very active",3,3,2,1,4,3,4,1,2,3,"Director of Business Operations","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,6,"","I feel that I'm too young to run, and that I haven't gained enough experience to run yet. I also am not in a place in my career where I could manage running and working full time, as I'm also getting my MBA. My husband is also currently running",1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,"","Yes","2020"," enough.",4,4,4,5,"You have to look perfect, and essentially be everywhere.",4,2,2,4,4,3,5,"Haven't sought",1,1,0,NA,2,1,"2020",2020,4,4,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Virginia",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.5,3,"White",3,0.5,0,1,0,0,0.5
"R_28XHydvSSj2EDaG","5/6/16 19:04","5/6/16 19:13",3,"New Mexico","Rural",8,"White/Caucasian",6,"Single","No","No","Other (please specify)","They contacted me",2013,"Was considering running for office and wanted to learn more about it","Yes","No","Was appointed to school board, lost run for District Attorney","Yes, I sought an appointive office and received the appointment","School Board","Yes, very active",3,3,3,2,2,2,1,2,2,3,"Lawyer","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",9,9,"The person in the job was doing a bad job","",0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,"Lack of political support and campaign managers in rural area","Yes","2020","Train rural campaign managers",5,5,5,3,"",4,3,3,4,5,5,5,"Yes, received",1,1,1,0,1,1,"2020",2020,4,7,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,-1,0,0,0,1,1,0,0,1,"New Mexico",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"was appointed to school board, lost run for district attorney",NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,0,0,3,2,1,1,0.625,3,"White",3,0.875,0,1,0,1,0.4375
"R_29cBlffDXV7Ar2R","8/2/16 17:16","8/2/16 17:35",2,"California","Suburban",5,"African American",5,"Single","No","No","Emerge alum","",2015,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","No, not active",2,2,4,2,3,3,4,1,4,2,"Business Consultant","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,9,"","Logistical and financial reasons. My most viable opportunity would be to run in my home town.   It will require a move that will require financial resources.",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"","Yes","2017","I think the Emerge network has been extremely supportive.",4,4,4,3,"",5,5,3,5,5,5,5,"Haven't sought",1,0,0,NA,2,1,"2017",2017,1,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"California",4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.5,3,"Black",0,0.5,0,0,0,0,0.1875
"R_29gmlge2FFTY0yK","8/1/16 13:11","8/1/16 14:18",5,"Maine","Rural",4,"White/Caucasian",4,"Married","No","No","Emerge alum","",2014,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","Yes","Town Council","No, I haven't sought appointive office","","Yes, somewhat active",1,2,4,1,1,1,1,1,2,2,"School Library aide","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",28,4,"Sense of responsibility to contribute to my community","",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"Making the decision to run was my biggest challenge, especially since I ran unopposed.","Yes","2021","I can't think of anything now.",5,5,5,3,"",4,3,3,4,4,4,5,"Haven't sought",1,1,1,1,1,0,"2021",2021,5,7,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,"Maine",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"town council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,1,0,1,0.375,2,"White",2,0.375,0,0,0,1,0.1875
"R_2a8fzubSVK8G45Y","7/25/16 15:08","7/25/16 15:21",3,"California","Urban",6,"White/Caucasian",3,"Separated","No","No","Colleague","",2015,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","City of Mountain View Parks and Recreation Commissioner","No, not active",3,4,3,1,3,3,1,3,2,2,"Campaign manager","Yes, full-time","","Yes, mid-level leadership or management",3,"Yes",7,8,"I would love to represent my community, to make it the best place possible.","",0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,"","Yes","I haven't thought about it that much yet","Financial support and child care.  At this point, I can't afford to run.",3,4,5,4,"You need support at home and you need the financial wherewithal to afford it.",3,3,3,3,3,3,3,"Yes, received",1,1,0,NA,3,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"California",4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.25,2,"White",0,0.625,0,0,0,1,0.5625
"R_2aaxoWOzvBZqWzQ","6/11/16 12:20","6/11/16 12:48",3,"California","Urban",5,"White/Caucasian",4,"Single","No","No","Friend/Family","",2003,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",2,1,3,1,3,2,1,1,2,2,"Coach","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,7,"","I was strongly considering which is why I did the Emerge program and ultimately decided that wasn't the direction I wanted to go after the program.  I was influenced early in my career by working in politics -- campaigns, government and advocac",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"","No","","I may run at some point but right now this isn't a priority for me.  I am focused on my current business and other philanthropic endeavors.",5,4,2,4," in their approach to fit into the system.  The very thing that I feel will help shift the systems gets hidden away and it's more focused on competition than cooperation. It's chicken and egg -- does politics attract those type of women (achiev",3,3,3,3,3,3,4,"Haven't sought",1,1,0,NA,3,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,"California",4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.375,2,"White",1,0.5,0,1,0,0,0.1875
"R_2aeQgA427A4Ef8W","5/7/16 19:12","5/7/16 19:24",2,"Virginia","Suburban",6,"White/Caucasian",9,"Married","No","No","Emerge event","",2015,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office but didn't receive the appointment","Local government Committee","Yes, somewhat active",2,2,3,3,3,2,2,2,1,3,"Union President","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",3,7,"To serve families, to make a difference in students' lives, to change laws that impact education and health care","",0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,"","Yes","2019","A connection to other candidates and electeds, another mentor experience, but this time in my local government.",4,4,4,3,"",5,2,2,5,5,4,5,"Yes, didn't receive",1,1,0,NA,2,1,"2019",2019,3,4,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,"Virginia",4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",2,0.625,0,0,0,1,0.375
